timestamp,open,high,low,close,volume
2023-09-29,232.84,233.03,229.65,230.01,6045177
2023-09-28,230.67,232.535,229.67,231.66,4203886
2023-09-27,230.26,230.68,227.92,229.5,6006676
2023-09-26,231.93,232.67,229.6,229.65,6193243
2023-09-25,235.38,235.47,232.21,233.36,5921753
2023-09-22,236.75,237.79,234.88,235.08,5935586
2023-09-21,240.77,240.78,236.27,236.61,6881943
2023-09-20,243.63,244.53,241.67,241.86,5756898
2023-09-19,245.0,245.12,241.46,243.56,4709207
2023-09-18,240.94,245.23,240.77,244.66,4771567
2023-09-15,241.9,244.1,240.03,241.07,13077932
2023-09-14,245.0,245.54,238.75,241.5,11999981
2023-09-13,247.15,250.06,246.61,247.83,5657025
2023-09-12,246.94,247.76,246.01,247.3,3499561
2023-09-11,247.33,248.36,246.27,247.22,2995835
2023-09-08,247.79,248.14,246.44,247.29,3309819
2023-09-07,245.5,247.4,245.1114,247.14,4008017
2023-09-06,245.42,246.66,244.21,246.16,4520355
2023-09-05,248.35,248.69,245.2,245.34,4459645
2023-09-01,247.47,248.87,246.77,248.11,4112905
2023-08-31,245.59,248.02,245.45,245.68,5532610
2023-08-30,246.42,248.23,246.05,246.23,4573291
2023-08-29,243.5,245.83,243.4,245.34,3975738
2023-08-28,243.01,245.23,242.6,243.83,3741458
2023-08-25,241.38,243.41,240.21,242.57,3541533
2023-08-24,242.25,243.56,239.36,239.47,4570869
2023-08-23,241.32,242.54,240.72,242.3,4947728
2023-08-22,240.0,241.43,238.67,240.57,3848688
2023-08-21,239.38,240.53,237.755,239.46,3573630
2023-08-18,235.58,239.05,235.3,238.17,4344962
2023-08-17,240.0,240.38,236.49,237.37,4177578
2023-08-16,236.53,241.065,236.0162,239.29,3218574
2023-08-15,242.01,242.67,239.35,239.83,3770078
2023-08-14,240.72,243.33,240.26,242.9,4351136
2023-08-11,240.0,240.72,238.415,240.04,3607104
2023-08-10,240.62,243.95,240.09,240.16,4778017
2023-08-09,240.5,241.97,239.49,239.76,4055027
2023-08-08,240.42,241.36,237.39,239.29,5080585
2023-08-07,239.22,242.18,239.21,241.51,5649780
2023-08-04,238.0,241.91,237.84,238.99,5169670
2023-08-03,236.0,239.05,235.245,238.76,5034095
2023-08-02,238.63,238.79,236.79,237.56,4868402
2023-08-01,237.14,240.73,237.0,239.78,4629291
2023-07-31,236.0,238.42,236.0,237.73,4799690
2023-07-28,234.58,235.88,233.71,235.75,6795307
2023-07-27,237.42,238.66,232.96,234.44,8160062
2023-07-26,231.415,238.85,227.68,237.1,7551396
2023-07-25,240.02,240.8,238.56,238.69,4997534
2023-07-24,239.68,241.275,238.19,240.74,6009950
2023-07-21,239.74,240.345,238.73,239.25,5427353
2023-07-20,241.16,241.61,239.07,239.62,4694950
2023-07-19,241.25,242.59,240.12,241.42,4835518
2023-07-18,243.1,243.18,237.68,240.77,7674704
2023-07-17,243.11,245.37,243.0,243.99,4328605
2023-07-14,244.73,244.74,241.96,243.16,4941178
2023-07-13,243.79,244.265,243.15,243.31,5819609
2023-07-12,241.55,243.95,241.23,242.21,6116018
2023-07-11,238.81,240.7,238.12,240.55,3857069
2023-07-10,237.01,239.0957,236.5,238.16,4858862
2023-07-07,236.73,238.44,236.13,236.45,5729515
2023-07-06,238.27,239.6,236.69,238.88,6442089
2023-07-05,234.41,240.0,233.9908,239.45,7601399
2023-07-03,237.0,238.4,235.41,237.97,3087351
2023-06-30,236.27,238.28,235.95,237.48,6879444
2023-06-29,228.79,234.7,228.601,234.32,7118889
2023-06-28,227.5,228.06,226.02,227.96,5324532
2023-06-27,227.48,228.61,226.52,227.34,4628474
2023-06-26,229.44,230.1,226.2,226.3,5165372
2023-06-23,227.22,229.98,226.39,229.55,5424352
2023-06-22,226.36,228.93,225.5,228.39,6275806
2023-06-21,226.12,228.63,224.98,227.25,7032143
2023-06-20,227.0,229.5675,226.18,226.47,12312629
2023-06-16,226.45,229.7995,226.08,228.91,13628902
2023-06-15,222.02,227.11,221.37,226.17,12533970
2023-06-14,223.74,225.47,222.58,223.44,9160723
2023-06-13,225.62,227.15,222.63,223.4,6868741
2023-06-12,224.41,226.45,223.63,226.17,8621521
2023-06-09,223.64,225.18,222.76,223.56,6385287
2023-06-08,225.09,225.135,222.41,223.05,6250073
2023-06-07,227.0,227.55,221.02,225.27,8517188
2023-06-06,226.69,229.25,226.16,228.22,6020168
2023-06-05,227.91,228.33,225.31,226.77,4858949
2023-06-02,228.81,230.27,227.42,228.79,5897069
2023-06-01,222.73,226.71,222.425,226.5,7003563
2023-05-31,219.96,221.53,216.14,221.03,19886054
2023-05-30,225.01,225.47,219.75,221.64,6916013
2023-05-26,223.82,226.21,223.34,225.01,5067460
2023-05-25,222.45,224.69,220.49,223.38,6827756
2023-05-24,222.55,223.1,220.03,222.25,6730750
2023-05-23,229.27,229.49,223.66,224.58,8537241
2023-05-22,233.31,233.87,231.175,231.28,3987775
2023-05-19,234.0,234.34,231.94,233.31,5399403
2023-05-18,232.4,234.149,231.13,233.6,6621870
2023-05-17,232.73,233.8892,230.55,232.65,4990276
2023-05-16,232.56,233.0988,229.63,230.47,4289809
2023-05-15,231.19,232.83,230.55,232.81,2843284
2023-05-12,232.0,232.73,229.82,231.38,3432730
2023-05-11,230.75,231.52,228.27,231.01,3818035
2023-05-10,234.3,234.81,228.9,231.27,5245220
